## date = '2022-02-26 09:43:20.594783'
## execstr = '/usr/local/bin/metagene generate NC_000962 --landmark cds_start --downstream 100 --annotation_files NC_000962.gtf'
## args = {  
##          'add_three'                 : False,,
##          'annotation_files'          : ['NC_000962.gtf'],,
##          'annotation_format'         : 'GTF2',,
##          'bed_extra_columns'         : 0,,
##          'downstream'                : 100,,
##          'gff_cds_types'             : {'CDS_indpendently_known', 'CDS_predicted', 'CDS_fragment', 'CDS'},,
##          'gff_exon_types'            : {'three_prime_noncoding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'interior_coding_exon', 'five_prime_coding_exon', 'coding_exon', 'pseudogenic_exon', 'exon_of_single_exon_gene', 'exon', 'noncoding_exon'},,
##          'gff_transcript_types'      : {'antisense_lncRNA', 'U6_snRNA', 'lysyl_tRNA', 'shRNA', 'guide_RNA', 'U12_snRNA', 'telomerase_RNA', 'GcvB_RNA', 'rRNA_5S', 'transcript', 'snRNA', 'U6atac_snRNA', 'vault_RNA', 'small_subunit_rRNA', 'tRNA', 'isoleucyl_tRNA', 'pyrrollysyl_tRNA', 'class_I_RNA', 'U14_snoRNA', 'antisense_RNA', 'lnc_RNA', 'polycistronic_mRNA', 'tyrosyl_tRNA', 'valyl_tRNA', 'glutamyl_tRNA', 'mRNA_recoded_by_translational_bypass', 'edited_transcript_by_A_to_I_substitution', 'small_regulatory_ncRNA', 'U11_snRNA', 'rRNA', 'priRNA', 'leucyl_tRNA', 'arginyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'anti_ARRET', 'glycyl_tRNA', 'rRNA_16S', 'rRNA_cleavage_RNA', 'TERRA', 'threonyl_tRNA', 'mRNA_with_minus_1_frameshift', 'seryl_tRNA', 'cysteinyl_tRNA', 'RprA_RNA', 'selenocysteinyl_tRNA', 'U2_snRNA', 'lincRNA', 'mRNA_with_frameshift', 'rRNA_21S', 'RNase_MRP_RNA', 'mature_transcript', 'alanyl_tRNA', 'ARRET', 'dicistronic_mRNA', 'snoRNA', 'MicF_RNA', 'siRNA', 'large_subunit_rRNA', 'class_II_RNA', 'moR', 'OxyS_RNA', 'pseudouridylation_guide_snoRNA', 'scRNA', 'mRNA', 'RNase_P_RNA', 'non_functional_homolog_of_pseudogenic_transcript', 'prolyl_tRNA', 'asparaginyl_tRNA', 'mRNA_with_plus_1_frameshift', 'U5_snRNA', 'enhancerRNA', 'mRNA_with_plus_2_frameshift', 'RRE_RNA', 'rRNA_23S', 'CsrB_RsmB_RNA', 'tasiRNA', 'edited_transcript', 'tmRNA', 'IoR', 'rRNA_5_8S', 'U3_snoRNA', 'ARIA', 'U4atac_snRNA', 'DsrA_RNA', 'rasiRNA', 'RNA_6S', 'U1_snRNA', 'enzymatic_RNA', 'methylation_guide_snoRNA', 'ncRNA', 'methionyl_tRNA', 'U4_snRNA', 'pseudogenic_transcript', 'aspartyl_tRNA', 'rRNA_28S', 'telomeric_transcript', 'histidyl_tRNA', 'trans_spliced_mRNA', 'intronic_lncRNA', 'edited_mRNA', 'mRNA_with_minus_2_frameshift', 'mRNA_recoded_by_codon_redefinition', 'recoded_mRNA', 'rRNA_25S', 'monocistronic_mRNA', 'miRNA', 'C_D_box_snoRNA', 'glutaminyl_tRNA', 'rRNA_18S', 'SRP_RNA', 'phenylalanyl_tRNA', 'tryptophanyl_tRNA', 'polyadenylated_mRNA', 'Y_RNA', 'spot42_RNA'},,
##          'group_by'                  : 'gene_id',,
##          'landmark'                  : 'cds_start',,
##          'mask_add_three'            : False,,
##          'mask_annotation_files'     : [],,
##          'mask_annotation_format'    : 'GTF2',,
##          'mask_bed_extra_columns'    : 0,,
##          'mask_gff_cds_types'        : {'CDS_indpendently_known', 'CDS_predicted', 'CDS_fragment', 'CDS'},,
##          'mask_gff_exon_types'       : {'three_prime_noncoding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'interior_coding_exon', 'five_prime_coding_exon', 'coding_exon', 'pseudogenic_exon', 'exon_of_single_exon_gene', 'exon', 'noncoding_exon'},,
##          'mask_gff_transcript_types' : {'antisense_lncRNA', 'U6_snRNA', 'lysyl_tRNA', 'shRNA', 'guide_RNA', 'U12_snRNA', 'telomerase_RNA', 'GcvB_RNA', 'rRNA_5S', 'transcript', 'snRNA', 'U6atac_snRNA', 'vault_RNA', 'small_subunit_rRNA', 'tRNA', 'isoleucyl_tRNA', 'pyrrollysyl_tRNA', 'class_I_RNA', 'U14_snoRNA', 'antisense_RNA', 'lnc_RNA', 'polycistronic_mRNA', 'tyrosyl_tRNA', 'valyl_tRNA', 'glutamyl_tRNA', 'mRNA_recoded_by_translational_bypass', 'edited_transcript_by_A_to_I_substitution', 'small_regulatory_ncRNA', 'U11_snRNA', 'rRNA', 'priRNA', 'leucyl_tRNA', 'arginyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'anti_ARRET', 'glycyl_tRNA', 'rRNA_16S', 'rRNA_cleavage_RNA', 'TERRA', 'threonyl_tRNA', 'mRNA_with_minus_1_frameshift', 'seryl_tRNA', 'cysteinyl_tRNA', 'RprA_RNA', 'selenocysteinyl_tRNA', 'U2_snRNA', 'lincRNA', 'mRNA_with_frameshift', 'rRNA_21S', 'RNase_MRP_RNA', 'mature_transcript', 'alanyl_tRNA', 'ARRET', 'dicistronic_mRNA', 'snoRNA', 'MicF_RNA', 'siRNA', 'large_subunit_rRNA', 'class_II_RNA', 'moR', 'OxyS_RNA', 'pseudouridylation_guide_snoRNA', 'scRNA', 'mRNA', 'RNase_P_RNA', 'non_functional_homolog_of_pseudogenic_transcript', 'prolyl_tRNA', 'asparaginyl_tRNA', 'mRNA_with_plus_1_frameshift', 'U5_snRNA', 'enhancerRNA', 'mRNA_with_plus_2_frameshift', 'RRE_RNA', 'rRNA_23S', 'CsrB_RsmB_RNA', 'tasiRNA', 'edited_transcript', 'tmRNA', 'IoR', 'rRNA_5_8S', 'U3_snoRNA', 'ARIA', 'U4atac_snRNA', 'DsrA_RNA', 'rasiRNA', 'RNA_6S', 'U1_snRNA', 'enzymatic_RNA', 'methylation_guide_snoRNA', 'ncRNA', 'methionyl_tRNA', 'U4_snRNA', 'pseudogenic_transcript', 'aspartyl_tRNA', 'rRNA_28S', 'telomeric_transcript', 'histidyl_tRNA', 'trans_spliced_mRNA', 'intronic_lncRNA', 'edited_mRNA', 'mRNA_with_minus_2_frameshift', 'mRNA_recoded_by_codon_redefinition', 'recoded_mRNA', 'rRNA_25S', 'monocistronic_mRNA', 'miRNA', 'C_D_box_snoRNA', 'glutaminyl_tRNA', 'rRNA_18S', 'SRP_RNA', 'phenylalanyl_tRNA', 'tryptophanyl_tRNA', 'polyadenylated_mRNA', 'Y_RNA', 'spot42_RNA'},,
##          'mask_maxmem'               : 0,,
##          'mask_sorted'               : False,,
##          'mask_tabix'                : False,,
##          'maxmem'                    : 0,,
##          'outbase'                   : 'NC_000962',,
##          'program'                   : 'generate',,
##          'sorted'                    : False,,
##          'tabix'                     : False,,
##          'upstream'                  : 50,,
##          'warnlevel'                 : 0,
##        }
region_id	window_size	region	masked	alignment_offset	zero_point
Rv1019	150	NC_000962.3:1138314-1138414(+)	na	50	50
Rv1020	150	NC_000962.3:1138966-1139066(+)	na	50	50
Rv1021	150	NC_000962.3:1142670-1142770(+)	na	50	50
Rv1022	150	NC_000962.3:1143735-1143835(+)	na	50	50
Rv1023	150	NC_000962.3:1144563-1144663(+)	na	50	50
Rv1024	150	NC_000962.3:1145857-1145957(+)	na	50	50
Rv1025	150	NC_000962.3:1146560-1146660(+)	na	50	50
Rv1026	150	NC_000962.3:1147018-1147118(+)	na	50	50
Rv1027c	150	NC_000962.3:1149007-1149107(-)	na	50	50
Rv1028A	150	NC_000962.3:1151919-1152012(+)	na	50	50
Rv1028c	150	NC_000962.3:1151586-1151686(-)	na	50	50
Rv1029	150	NC_000962.3:1152011-1152111(+)	na	50	50
Rv1030	150	NC_000962.3:1153723-1153823(+)	na	50	50
Rv1031	150	NC_000962.3:1155852-1155952(+)	na	50	50
Rv1032c	150	NC_000962.3:1157855-1157955(-)	na	50	50
Rv1033c	150	NC_000962.3:1158636-1158736(-)	na	50	50
Rv1037c	150	NC_000962.3:1160728-1160828(-)	na	50	50
Rv1038c	150	NC_000962.3:1161051-1161151(-)	na	50	50
Rv1039c	150	NC_000962.3:1162372-1162472(-)	na	50	50
Rv1040c	150	NC_000962.3:1163276-1163376(-)	na	50	50
Rv1041c	150	NC_000962.3:1165335-1165435(-)	na	50	50
Rv1042c	150	NC_000962.3:1165399-1165499(-)	na	50	50
Rv1043c	150	NC_000962.3:1166706-1166806(-)	na	50	50
Rv1044	150	NC_000962.3:1167052-1167152(+)	na	50	50
Rv1045	150	NC_000962.3:1167672-1167772(+)	na	50	50
Rv1047	150	NC_000962.3:1169422-1169522(+)	na	50	50
Rv1048c	150	NC_000962.3:1172053-1172153(-)	na	50	50
Rv1049	150	NC_000962.3:1172385-1172485(+)	na	50	50
Rv1050	150	NC_000962.3:1172880-1172980(+)	na	50	50
Rv1051c	150	NC_000962.3:1174600-1174700(-)	na	50	50
Rv1052	150	NC_000962.3:1175722-1175822(+)	na	50	50
Rv1056	150	NC_000962.3:1177627-1177727(+)	na	50	50
Rv1057	150	NC_000962.3:1179395-1179495(+)	na	50	50
Rv1058	150	NC_000962.3:1180683-1180783(+)	na	50	50
Rv1059	150	NC_000962.3:1182390-1182490(+)	na	50	50
Rv1060	150	NC_000962.3:1183507-1183607(+)	na	50	50
Rv1061	150	NC_000962.3:1184014-1184114(+)	na	50	50
Rv1062	150	NC_000962.3:1184882-1184982(+)	na	50	50
Rv1063c	150	NC_000962.3:1186723-1186823(-)	na	50	50
Rv1064c	150	NC_000962.3:1187223-1187323(-)	na	50	50
Rv1065	150	NC_000962.3:1187434-1187534(+)	na	50	50
Rv1066	150	NC_000962.3:1187997-1188097(+)	na	50	50
Rv1067c	150	NC_000962.3:1190324-1190424(-)	na	50	50
Rv1068c	150	NC_000962.3:1192048-1192148(-)	na	50	50
Rv1069c	150	NC_000962.3:1194173-1194273(-)	na	50	50
Rv1070c	150	NC_000962.3:1194943-1195043(-)	na	50	50
Rv1071c	150	NC_000962.3:1195992-1196092(-)	na	50	50
Rv1072	150	NC_000962.3:1196278-1196378(+)	na	50	50
Rv1073	150	NC_000962.3:1197230-1197330(+)	na	50	50
Rv1074c	150	NC_000962.3:1199273-1199373(-)	na	50	50
Rv1075c	150	NC_000962.3:1200270-1200370(-)	na	50	50
Rv1076	150	NC_000962.3:1200766-1200866(+)	na	50	50
Rv1077	150	NC_000962.3:1201716-1201816(+)	na	50	50
Rv1078	150	NC_000962.3:1203312-1203412(+)	na	50	50
Rv1079	150	NC_000962.3:1204066-1204166(+)	na	50	50
Rv1080c	150	NC_000962.3:1205698-1205798(-)	na	50	50
Rv1081c	150	NC_000962.3:1206318-1206418(-)	na	50	50
Rv1082	150	NC_000962.3:1206519-1206619(+)	na	50	50
Rv1083	150	NC_000962.3:1207382-1207482(+)	na	50	50
Rv1084	150	NC_000962.3:1207635-1207735(+)	na	50	50
Rv1085c	150	NC_000962.3:1210384-1210484(-)	na	50	50
Rv1086	150	NC_000962.3:1210594-1210694(+)	na	50	50
Rv1087	150	NC_000962.3:1211559-1211659(+)	na	50	50
Rv1088	150	NC_000962.3:1214512-1214612(+)	na	50	50
Rv1088a	150	NC_000962.3:1215224-1215324(+)	na	50	50
Rv1091	150	NC_000962.3:1216468-1216568(+)	na	50	50
Rv1092c	150	NC_000962.3:1220086-1220186(-)	na	50	50
Rv1093	150	NC_000962.3:1220573-1220673(+)	na	50	50
Rv1094	150	NC_000962.3:1221958-1222058(+)	na	50	50
Rv1095	150	NC_000962.3:1222996-1223096(+)	na	50	50
Rv1096	150	NC_000962.3:1224384-1224484(+)	na	50	50
Rv1097c	150	NC_000962.3:1226044-1226144(-)	na	50	50
Rv1098c	150	NC_000962.3:1227465-1227565(-)	na	50	50
Rv1099c	150	NC_000962.3:1228584-1228684(-)	na	50	50
Rv1100	150	NC_000962.3:1228682-1228782(+)	na	50	50
Rv1101c	150	NC_000962.3:1230448-1230548(-)	na	50	50
Rv1102c	150	NC_000962.3:1230871-1230971(-)	na	50	50
Rv1103c	150	NC_000962.3:1231191-1231291(-)	na	50	50
Rv1106c	150	NC_000962.3:1233856-1233956(-)	na	50	50
Rv1107c	150	NC_000962.3:1234123-1234223(-)	na	50	50
Rv1108c	150	NC_000962.3:1235360-1235460(-)	na	50	50
Rv1109c	150	NC_000962.3:1235995-1236095(-)	na	50	50
Rv1110	150	NC_000962.3:1236184-1236284(+)	na	50	50
Rv1111c	150	NC_000962.3:1238092-1238192(-)	na	50	50
Rv1112	150	NC_000962.3:1238254-1238354(+)	na	50	50
Rv1113	150	NC_000962.3:1239415-1239515(+)	na	50	50
Rv1114	150	NC_000962.3:1239609-1239709(+)	na	50	50
Rv1115	150	NC_000962.3:1240186-1240286(+)	na	50	50
Rv1116	150	NC_000962.3:1241002-1241102(+)	na	50	50
Rv1117	150	NC_000962.3:1241632-1241732(+)	na	50	50
Rv1118c	150	NC_000962.3:1242731-1242831(-)	na	50	50
Rv1119c	150	NC_000962.3:1242913-1243013(-)	na	50	50
Rv1120c	150	NC_000962.3:1243404-1243504(-)	na	50	50
Rv1121	150	NC_000962.3:1243706-1243806(+)	na	50	50
Rv1122	150	NC_000962.3:1245128-1245228(+)	na	50	50
Rv1123c	150	NC_000962.3:1246952-1247052(-)	na	50	50
Rv1124	150	NC_000962.3:1247126-1247226(+)	na	50	50
Rv1125	150	NC_000962.3:1248081-1248181(+)	na	50	50
Rv1126c	150	NC_000962.3:1249835-1249935(-)	na	50	50
Rv1127c	150	NC_000962.3:1251304-1251404(-)	na	50	50
Rv1128c	150	NC_000962.3:1252872-1252972(-)	na	50	50
Rv1129c	150	NC_000962.3:1254434-1254534(-)	na	50	50
Rv1130	150	NC_000962.3:1254554-1254654(+)	na	50	50
Rv1131	150	NC_000962.3:1256131-1256231(+)	na	50	50
Rv1132	150	NC_000962.3:1257324-1257424(+)	na	50	50
Rv1133c	150	NC_000962.3:1261246-1261346(-)	na	50	50
Rv1134	150	NC_000962.3:1261921-1262021(+)	na	50	50
Rv1135c	150	NC_000962.3:1264028-1264128(-)	na	50	50
Rv1138a	150	NC_000962.3:1265033-1265133(+)	na	50	50
Rv1138c	150	NC_000962.3:1266388-1266488(-)	na	50	50
Rv1139c	150	NC_000962.3:1266885-1266985(-)	na	50	50
Rv1140	150	NC_000962.3:1267346-1267446(+)	na	50	50
Rv1141c	150	NC_000962.3:1268909-1269009(-)	na	50	50
Rv1142c	150	NC_000962.3:1269858-1269958(-)	na	50	50
Rv1143	150	NC_000962.3:1270061-1270161(+)	na	50	50
Rv1144	150	NC_000962.3:1271155-1271255(+)	na	50	50
Rv1145	150	NC_000962.3:1272422-1272522(+)	na	50	50
Rv1146	150	NC_000962.3:1273354-1273454(+)	na	50	50
Rv1147	150	NC_000962.3:1274899-1274999(+)	na	50	50
Rv1148c	150	NC_000962.3:1277648-1277748(-)	na	50	50
Rv1149	150	NC_000962.3:1277892-1277992(+)	na	50	50
Rv1151c	150	NC_000962.3:1279517-1279617(-)	na	50	50
Rv1152	150	NC_000962.3:1279654-1279754(+)	na	50	50
Rv1153c	150	NC_000962.3:1280746-1280846(-)	na	50	50
Rv1154c	150	NC_000962.3:1281384-1281484(-)	na	50	50
Rv1155	150	NC_000962.3:1281428-1281528(+)	na	50	50
Rv1155a	150	NC_000962.3:1282029-1282129(+)	na	50	50
Rv1156	150	NC_000962.3:1282305-1282405(+)	na	50	50
Rv1157c	150	NC_000962.3:1284071-1284171(-)	na	50	50
Rv1158c	150	NC_000962.3:1284762-1284862(-)	na	50	50
Rv1159	150	NC_000962.3:1284991-1285091(+)	na	50	50
Rv1159A	150	NC_000962.3:1286468-1286568(-)	na	50	50
Rv1160	150	NC_000962.3:1286594-1286694(+)	na	50	50
Rv1161	150	NC_000962.3:1287327-1287427(+)	na	50	50
Rv1162	150	NC_000962.3:1291064-1291164(+)	na	50	50
Rv1163	150	NC_000962.3:1292797-1292897(+)	na	50	50
Rv1164	150	NC_000962.3:1293405-1293505(+)	na	50	50
Rv1165	150	NC_000962.3:1294167-1294267(+)	na	50	50
Rv1166	150	NC_000962.3:1296151-1296251(+)	na	50	50
Rv1167c	150	NC_000962.3:1298592-1298692(-)	na	50	50
Rv1168c	150	NC_000962.3:1299704-1299804(-)	na	50	50
Rv1169c	150	NC_000962.3:1300024-1300124(-)	na	50	50
Rv1170	150	NC_000962.3:1300303-1300403(+)	na	50	50
Rv1171	150	NC_000962.3:1301306-1301406(+)	na	50	50
Rv1172c	150	NC_000962.3:1302581-1302681(-)	na	50	50
Rv1173	150	NC_000962.3:1302930-1303030(+)	na	50	50
Rv1174c	150	NC_000962.3:1305901-1306001(-)	na	50	50
Rv1175c	150	NC_000962.3:1308126-1308226(-)	na	50	50
Rv1176c	150	NC_000962.3:1308692-1308792(-)	na	50	50
Rv1177	150	NC_000962.3:1309004-1309104(+)	na	50	50
Rv1178	150	NC_000962.3:1309363-1309463(+)	na	50	50
Rv1179c	150	NC_000962.3:1313199-1313299(-)	na	50	50
Rv1180	150	NC_000962.3:1313724-1313824(+)	na	50	50
Rv1181	150	NC_000962.3:1315233-1315333(+)	na	50	50
Rv1182	150	NC_000962.3:1320034-1320134(+)	na	50	50
Rv1183	150	NC_000962.3:1321519-1321619(+)	na	50	50
Rv1184c	150	NC_000962.3:1325511-1325611(-)	na	50	50
Rv1185c	150	NC_000962.3:1327412-1327512(-)	na	50	50
Rv1186c	150	NC_000962.3:1329205-1329305(-)	na	50	50
Rv1187	150	NC_000962.3:1329389-1329489(+)	na	50	50
Rv1188	150	NC_000962.3:1331020-1331120(+)	na	50	50
Rv1189	150	NC_000962.3:1332091-1332191(+)	na	50	50
Rv1190	150	NC_000962.3:1332979-1333079(+)	na	50	50
Rv1191	150	NC_000962.3:1333930-1334030(+)	na	50	50
Rv1192	150	NC_000962.3:1334926-1335026(+)	na	50	50
Rv1193	150	NC_000962.3:1335793-1335893(+)	na	50	50
Rv1194c	150	NC_000962.3:1338413-1338513(-)	na	50	50
Rv1195	150	NC_000962.3:1339002-1339102(+)	na	50	50
Rv1196	150	NC_000962.3:1339348-1339448(+)	na	50	50
Rv1197	150	NC_000962.3:1340658-1340758(+)	na	50	50
Rv1198	150	NC_000962.3:1341005-1341105(+)	na	50	50
Rv1199c	150	NC_000962.3:1342505-1342605(-)	na	50	50
Rv1200	150	NC_000962.3:1342941-1343041(+)	na	50	50
Rv1201c	150	NC_000962.3:1345069-1345169(-)	na	50	50
Rv1202	150	NC_000962.3:1345259-1345359(+)	na	50	50
Rv1203c	150	NC_000962.3:1346805-1346905(-)	na	50	50
Rv1204c	150	NC_000962.3:1348524-1348624(-)	na	50	50
Rv1205	150	NC_000962.3:1348718-1348818(+)	na	50	50
Rv1206	150	NC_000962.3:1349331-1349431(+)	na	50	50
Rv1207	150	NC_000962.3:1351190-1351290(+)	na	50	50
Rv1208	150	NC_000962.3:1352143-1352243(+)	na	50	50
Rv1209	150	NC_000962.3:1353156-1353256(+)	na	50	50
Rv1210	150	NC_000962.3:1353521-1353621(+)	na	50	50
Rv1211	150	NC_000962.3:1354242-1354342(+)	na	50	50
Rv1212c	150	NC_000962.3:1355561-1355661(-)	na	50	50
Rv1213	150	NC_000962.3:1355835-1355935(+)	na	50	50
Rv1214c	150	NC_000962.3:1357525-1357625(-)	na	50	50
Rv1215c	150	NC_000962.3:1359344-1359444(-)	na	50	50
Rv1216c	150	NC_000962.3:1360046-1360146(-)	na	50	50
Rv1217c	150	NC_000962.3:1361701-1361801(-)	na	50	50
Rv1218c	150	NC_000962.3:1362633-1362733(-)	na	50	50
Rv1219c	150	NC_000962.3:1363261-1363361(-)	na	50	50
Rv1220c	150	NC_000962.3:1364050-1364150(-)	na	50	50
Rv1221	150	NC_000962.3:1364412-1364512(+)	na	50	50
Rv1222	150	NC_000962.3:1365343-1365443(+)	na	50	50
Rv1223	150	NC_000962.3:1365874-1365974(+)	na	50	50
Rv1224	150	NC_000962.3:1367462-1367562(+)	na	50	50
Rv1225c	150	NC_000962.3:1368621-1368721(-)	na	50	50
Rv1226c	150	NC_000962.3:1370195-1370295(-)	na	50	50
Rv1227c	150	NC_000962.3:1370725-1370825(-)	na	50	50
Rv1228	150	NC_000962.3:1370919-1371019(+)	na	50	50
Rv1228a	150	NC_000962.3:1371528-1371628(+)	na	50	50
Rv1229c	150	NC_000962.3:1372849-1372949(-)	na	50	50
Rv1230c	150	NC_000962.3:1374097-1374197(-)	na	50	50
Rv1231c	150	NC_000962.3:1374764-1374864(-)	na	50	50
Rv1232c	150	NC_000962.3:1376068-1376168(-)	na	50	50
Rv1233c	150	NC_000962.3:1376726-1376826(-)	na	50	50
Rv1234	150	NC_000962.3:1376975-1377075(+)	na	50	50
Rv1235	150	NC_000962.3:1377523-1377623(+)	na	50	50
Rv1236	150	NC_000962.3:1378926-1379026(+)	na	50	50
Rv1237	150	NC_000962.3:1379854-1379954(+)	na	50	50
Rv1238	150	NC_000962.3:1380683-1380783(+)	na	50	50
Rv1239c	150	NC_000962.3:1382942-1383042(-)	na	50	50
Rv1240	150	NC_000962.3:1383212-1383312(+)	na	50	50
Rv1241	150	NC_000962.3:1384277-1384377(+)	na	50	50
Rv1242	150	NC_000962.3:1384534-1384634(+)	na	50	50
Rv1243c	150	NC_000962.3:1386577-1386677(-)	na	50	50
Rv1244	150	NC_000962.3:1386856-1386956(+)	na	50	50
Rv1245c	150	NC_000962.3:1388528-1388628(-)	na	50	50
Rv1246c	150	NC_000962.3:1388878-1388978(-)	na	50	50
Rv1247c	150	NC_000962.3:1389144-1389244(-)	na	50	50
Rv1248c	150	NC_000962.3:1392952-1393052(-)	na	50	50
Rv1249c	150	NC_000962.3:1393882-1393982(-)	na	50	50
Rv1250	150	NC_000962.3:1394178-1394278(+)	na	50	50
Rv1251c	150	NC_000962.3:1399140-1399240(-)	na	50	50
Rv1252c	150	NC_000962.3:1399804-1399904(-)	na	50	50
Rv1253	150	NC_000962.3:1399969-1400069(+)	na	50	50
Rv1254	150	NC_000962.3:1401657-1401757(+)	na	50	50
Rv1255c	150	NC_000962.3:1403286-1403386(-)	na	50	50
Rv1256c	150	NC_000962.3:1404503-1404603(-)	na	50	50
Rv1257c	150	NC_000962.3:1405984-1406084(-)	na	50	50
Rv1258c	150	NC_000962.3:1407240-1407340(-)	na	50	50
Rv1259	150	NC_000962.3:1407338-1407438(+)	na	50	50
Rv1260	150	NC_000962.3:1408239-1408339(+)	na	50	50
Rv1261c	150	NC_000962.3:1409833-1409933(-)	na	50	50
Rv1262c	150	NC_000962.3:1410272-1410372(-)	na	50	50
Rv1263	150	NC_000962.3:1410430-1410530(+)	na	50	50
Rv1264	150	NC_000962.3:1411893-1411993(+)	na	50	50
Rv1265	150	NC_000962.3:1413259-1413359(+)	na	50	50
Rv1266c	150	NC_000962.3:1415740-1415840(-)	na	50	50
Rv1267c	150	NC_000962.3:1417247-1417347(-)	na	50	50
Rv1268c	150	NC_000962.3:1418256-1418356(-)	na	50	50
Rv1269c	150	NC_000962.3:1418853-1418953(-)	na	50	50
Rv1270c	150	NC_000962.3:1419648-1419748(-)	na	50	50
Rv1271c	150	NC_000962.3:1420202-1420302(-)	na	50	50
Rv1272c	150	NC_000962.3:1422205-1422305(-)	na	50	50
Rv1273c	150	NC_000962.3:1423950-1424050(-)	na	50	50
Rv1274	150	NC_000962.3:1424196-1424296(+)	na	50	50
Rv1275	150	NC_000962.3:1424750-1424850(+)	na	50	50
Rv1276c	150	NC_000962.3:1425814-1425914(-)	na	50	50
Rv1277	150	NC_000962.3:1426163-1426263(+)	na	50	50
Rv1278	150	NC_000962.3:1427413-1427513(+)	na	50	50
Rv1279	150	NC_000962.3:1430061-1430161(+)	na	50	50
Rv1280c	150	NC_000962.3:1433340-1433440(-)	na	50	50
Rv1281c	150	NC_000962.3:1435171-1435271(-)	na	50	50
Rv1282c	150	NC_000962.3:1436043-1436143(-)	na	50	50
Rv1283c	150	NC_000962.3:1437017-1437117(-)	na	50	50
Rv1284	150	NC_000962.3:1437323-1437423(+)	na	50	50
Rv1285	150	NC_000962.3:1437908-1438008(+)	na	50	50
Rv1286	150	NC_000962.3:1438906-1439006(+)	na	50	50
Rv1287	150	NC_000962.3:1440804-1440904(+)	na	50	50
Rv1288	150	NC_000962.3:1441347-1441447(+)	na	50	50
Rv1289	150	NC_000962.3:1442766-1442866(+)	na	50	50
Rv1290A	150	NC_000962.3:1445057-1445157(+)	na	50	50
Rv1290c	150	NC_000962.3:1444947-1445047(-)	na	50	50
Rv1291c	150	NC_000962.3:1445734-1445834(-)	na	50	50
Rv1292	150	NC_000962.3:1446378-1446478(+)	na	50	50
Rv1293	150	NC_000962.3:1448027-1448127(+)	na	50	50
Rv1294	150	NC_000962.3:1449374-1449474(+)	na	50	50
Rv1295	150	NC_000962.3:1450696-1450796(+)	na	50	50
Rv1296	150	NC_000962.3:1451996-1452096(+)	na	50	50
Rv1297	150	NC_000962.3:1453203-1453303(+)	na	50	50
Rv1298	150	NC_000962.3:1455162-1455262(+)	na	50	50
Rv1299	150	NC_000962.3:1455494-1455594(+)	na	50	50
Rv1300	150	NC_000962.3:1456564-1456664(+)	na	50	50
Rv1301	150	NC_000962.3:1457557-1457657(+)	na	50	50
Rv1302	150	NC_000962.3:1458294-1458394(+)	na	50	50
Rv1303	150	NC_000962.3:1459765-1459865(+)	na	50	50
Rv1304	150	NC_000962.3:1460243-1460343(+)	na	50	50
Rv1305	150	NC_000962.3:1461044-1461144(+)	na	50	50
Rv1306	150	NC_000962.3:1461320-1461420(+)	na	50	50
Rv1307	150	NC_000962.3:1461842-1461942(+)	na	50	50
Rv1308	150	NC_000962.3:1463227-1463327(+)	na	50	50
Rv1309	150	NC_000962.3:1464883-1464983(+)	na	50	50
Rv1310	150	NC_000962.3:1465840-1465940(+)	na	50	50
Rv1311	150	NC_000962.3:1467314-1467414(+)	na	50	50
Rv1312	150	NC_000962.3:1467687-1467787(+)	na	50	50
Rv1313c	150	NC_000962.3:1469405-1469505(-)	na	50	50
Rv1314c	150	NC_000962.3:1470152-1470252(-)	na	50	50
Rv1315	150	NC_000962.3:1470320-1470420(+)	na	50	50
Rv1316c	150	NC_000962.3:1477531-1477631(-)	na	50	50
Rv1317c	150	NC_000962.3:1479018-1479118(-)	na	50	50
Rv1318c	150	NC_000962.3:1480724-1480824(-)	na	50	50
Rv1319c	150	NC_000962.3:1482401-1482501(-)	na	50	50
Rv1320c	150	NC_000962.3:1484117-1484217(-)	na	50	50
Rv1321	150	NC_000962.3:1484278-1484378(+)	na	50	50
Rv1322	150	NC_000962.3:1484981-1485081(+)	na	50	50
Rv1322A	150	NC_000962.3:1485671-1485771(-)	na	50	50
Rv1323	150	NC_000962.3:1485861-1485961(+)	na	50	50
Rv1324	150	NC_000962.3:1487160-1487260(+)	na	50	50
Rv1325c	150	NC_000962.3:1489865-1489965(-)	na	50	50
Rv1326c	150	NC_000962.3:1492212-1492312(-)	na	50	50
Rv1327c	150	NC_000962.3:1494325-1494425(-)	na	50	50
Rv1328	150	NC_000962.3:1494563-1494663(+)	na	50	50
Rv1329c	150	NC_000962.3:1499089-1499189(-)	na	50	50
Rv1330c	150	NC_000962.3:1500459-1500559(-)	na	50	50
Rv1331	150	NC_000962.3:1500660-1500760(+)	na	50	50
Rv1332	150	NC_000962.3:1500925-1501025(+)	na	50	50
Rv1333	150	NC_000962.3:1501598-1501698(+)	na	50	50
Rv1334	150	NC_000962.3:1502640-1502740(+)	na	50	50
Rv1335	150	NC_000962.3:1503102-1503202(+)	na	50	50
