## date = '2022-02-25 19:21:50.634139'
## execstr = '/usr/local/bin/metagene generate NC_000962 --landmark cds_start --annotation_files NC_000962.gtf'
## args = {  
##          'add_three'                 : False,,
##          'annotation_files'          : ['NC_000962.gtf'],,
##          'annotation_format'         : 'GTF2',,
##          'bed_extra_columns'         : 0,,
##          'downstream'                : 50,,
##          'gff_cds_types'             : {'CDS_fragment', 'CDS_predicted', 'CDS', 'CDS_indpendently_known'},,
##          'gff_exon_types'            : {'pseudogenic_exon', 'noncoding_exon', 'three_prime_noncoding_exon', 'five_prime_coding_exon', 'interior_coding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'coding_exon', 'exon', 'exon_of_single_exon_gene'},,
##          'gff_transcript_types'      : {'small_subunit_rRNA', 'IoR', 'RRE_RNA', 'snoRNA', 'SRP_RNA', 'rRNA_16S', 'RNase_P_RNA', 'telomeric_transcript', 'pseudogenic_transcript', 'mRNA_with_minus_2_frameshift', 'selenocysteinyl_tRNA', 'U4_snRNA', 'class_II_RNA', 'OxyS_RNA', 'rRNA_28S', 'asparaginyl_tRNA', 'lysyl_tRNA', 'valyl_tRNA', 'class_I_RNA', 'rRNA', 'U5_snRNA', 'vault_RNA', 'guide_RNA', 'tyrosyl_tRNA', 'CsrB_RsmB_RNA', 'spot42_RNA', 'edited_mRNA', 'U6atac_snRNA', 'mRNA_with_minus_1_frameshift', 'alanyl_tRNA', 'antisense_RNA', 'antisense_lncRNA', 'mature_transcript', 'leucyl_tRNA', 'tryptophanyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'rRNA_23S', 'edited_transcript', 'transcript', 'methylation_guide_snoRNA', 'seryl_tRNA', 'ARIA', 'lincRNA', 'threonyl_tRNA', 'U11_snRNA', 'enhancerRNA', 'GcvB_RNA', 'mRNA_recoded_by_codon_redefinition', 'rRNA_21S', 'shRNA', 'U6_snRNA', 'prolyl_tRNA', 'glycyl_tRNA', 'polycistronic_mRNA', 'U14_snoRNA', 'anti_ARRET', 'U2_snRNA', 'telomerase_RNA', 'isoleucyl_tRNA', 'RNase_MRP_RNA', 'RprA_RNA', 'snRNA', 'pseudouridylation_guide_snoRNA', 'mRNA', 'edited_transcript_by_A_to_I_substitution', 'aspartyl_tRNA', 'tmRNA', 'miRNA', 'moR', 'trans_spliced_mRNA', 'MicF_RNA', 'mRNA_with_plus_2_frameshift', 'rRNA_5_8S', 'non_functional_homolog_of_pseudogenic_transcript', 'enzymatic_RNA', 'C_D_box_snoRNA', 'U3_snoRNA', 'glutamyl_tRNA', 'tasiRNA', 'mRNA_with_frameshift', 'mRNA_recoded_by_translational_bypass', 'recoded_mRNA', 'mRNA_with_plus_1_frameshift', 'rasiRNA', 'lnc_RNA', 'rRNA_25S', 'rRNA_cleavage_RNA', 'small_regulatory_ncRNA', 'U4atac_snRNA', 'intronic_lncRNA', 'histidyl_tRNA', 'siRNA', 'TERRA', 'scRNA', 'dicistronic_mRNA', 'rRNA_5S', 'U12_snRNA', 'ncRNA', 'large_subunit_rRNA', 'ARRET', 'priRNA', 'arginyl_tRNA', 'tRNA', 'RNA_6S', 'glutaminyl_tRNA', 'Y_RNA', 'pyrrollysyl_tRNA', 'methionyl_tRNA', 'phenylalanyl_tRNA', 'DsrA_RNA', 'cysteinyl_tRNA', 'U1_snRNA', 'rRNA_18S', 'monocistronic_mRNA', 'polyadenylated_mRNA'},,
##          'group_by'                  : 'gene_id',,
##          'landmark'                  : 'cds_start',,
##          'mask_add_three'            : False,,
##          'mask_annotation_files'     : [],,
##          'mask_annotation_format'    : 'GTF2',,
##          'mask_bed_extra_columns'    : 0,,
##          'mask_gff_cds_types'        : {'CDS_fragment', 'CDS_predicted', 'CDS', 'CDS_indpendently_known'},,
##          'mask_gff_exon_types'       : {'pseudogenic_exon', 'noncoding_exon', 'three_prime_noncoding_exon', 'five_prime_coding_exon', 'interior_coding_exon', 'three_prime_coding_exonfive_prime_noncoding_exon', 'interior_exon', 'coding_exon', 'exon', 'exon_of_single_exon_gene'},,
##          'mask_gff_transcript_types' : {'small_subunit_rRNA', 'IoR', 'RRE_RNA', 'snoRNA', 'SRP_RNA', 'rRNA_16S', 'RNase_P_RNA', 'telomeric_transcript', 'pseudogenic_transcript', 'mRNA_with_minus_2_frameshift', 'selenocysteinyl_tRNA', 'U4_snRNA', 'class_II_RNA', 'OxyS_RNA', 'rRNA_28S', 'asparaginyl_tRNA', 'lysyl_tRNA', 'valyl_tRNA', 'class_I_RNA', 'rRNA', 'U5_snRNA', 'vault_RNA', 'guide_RNA', 'tyrosyl_tRNA', 'CsrB_RsmB_RNA', 'spot42_RNA', 'edited_mRNA', 'U6atac_snRNA', 'mRNA_with_minus_1_frameshift', 'alanyl_tRNA', 'antisense_RNA', 'antisense_lncRNA', 'mature_transcript', 'leucyl_tRNA', 'tryptophanyl_tRNA', 'piRNA', 'H_ACA_box_snoRNA', 'rRNA_23S', 'edited_transcript', 'transcript', 'methylation_guide_snoRNA', 'seryl_tRNA', 'ARIA', 'lincRNA', 'threonyl_tRNA', 'U11_snRNA', 'enhancerRNA', 'GcvB_RNA', 'mRNA_recoded_by_codon_redefinition', 'rRNA_21S', 'shRNA', 'U6_snRNA', 'prolyl_tRNA', 'glycyl_tRNA', 'polycistronic_mRNA', 'U14_snoRNA', 'anti_ARRET', 'U2_snRNA', 'telomerase_RNA', 'isoleucyl_tRNA', 'RNase_MRP_RNA', 'RprA_RNA', 'snRNA', 'pseudouridylation_guide_snoRNA', 'mRNA', 'edited_transcript_by_A_to_I_substitution', 'aspartyl_tRNA', 'tmRNA', 'miRNA', 'moR', 'trans_spliced_mRNA', 'MicF_RNA', 'mRNA_with_plus_2_frameshift', 'rRNA_5_8S', 'non_functional_homolog_of_pseudogenic_transcript', 'enzymatic_RNA', 'C_D_box_snoRNA', 'U3_snoRNA', 'glutamyl_tRNA', 'tasiRNA', 'mRNA_with_frameshift', 'mRNA_recoded_by_translational_bypass', 'recoded_mRNA', 'mRNA_with_plus_1_frameshift', 'rasiRNA', 'lnc_RNA', 'rRNA_25S', 'rRNA_cleavage_RNA', 'small_regulatory_ncRNA', 'U4atac_snRNA', 'intronic_lncRNA', 'histidyl_tRNA', 'siRNA', 'TERRA', 'scRNA', 'dicistronic_mRNA', 'rRNA_5S', 'U12_snRNA', 'ncRNA', 'large_subunit_rRNA', 'ARRET', 'priRNA', 'arginyl_tRNA', 'tRNA', 'RNA_6S', 'glutaminyl_tRNA', 'Y_RNA', 'pyrrollysyl_tRNA', 'methionyl_tRNA', 'phenylalanyl_tRNA', 'DsrA_RNA', 'cysteinyl_tRNA', 'U1_snRNA', 'rRNA_18S', 'monocistronic_mRNA', 'polyadenylated_mRNA'},,
##          'mask_maxmem'               : 0,,
##          'mask_sorted'               : False,,
##          'mask_tabix'                : False,,
##          'maxmem'                    : 0,,
##          'outbase'                   : 'NC_000962',,
##          'program'                   : 'generate',,
##          'sorted'                    : False,,
##          'tabix'                     : False,,
##          'upstream'                  : 50,,
##          'warnlevel'                 : 0,
##        }
region_id	window_size	region	masked	alignment_offset	zero_point
Rv0940c	100	NC_000962.3:1051409-1051459(-)	na	50	50
Rv0941c	100	NC_000962.3:1052267-1052317(-)	na	50	50
Rv0942	100	NC_000962.3:1052359-1052409(+)	na	50	50
Rv0943c	100	NC_000962.3:1053686-1053736(-)	na	50	50
Rv0944	100	NC_000962.3:1053764-1053814(+)	na	50	50
Rv0945	100	NC_000962.3:1054246-1054296(+)	na	50	50
Rv0946c	100	NC_000962.3:1056635-1056685(-)	na	50	50
Rv0948c	100	NC_000962.3:1057913-1057963(-)	na	50	50
Rv0949	100	NC_000962.3:1058259-1058309(+)	na	50	50
Rv0950c	100	NC_000962.3:1061604-1061654(-)	na	50	50
Rv0951	100	NC_000962.3:1061963-1062013(+)	na	50	50
Rv0952	100	NC_000962.3:1063139-1063189(+)	na	50	50
Rv0953c	100	NC_000962.3:1064912-1064962(-)	na	50	50
Rv0954	100	NC_000962.3:1065126-1065176(+)	na	50	50
Rv0955	100	NC_000962.3:1066077-1066127(+)	na	50	50
Rv0956	100	NC_000962.3:1067560-1067610(+)	na	50	50
Rv0957	100	NC_000962.3:1068204-1068254(+)	na	50	50
Rv0958	100	NC_000962.3:1069882-1069932(+)	na	50	50
Rv0959	100	NC_000962.3:1071254-1071304(+)	na	50	50
Rv0959A	100	NC_000962.3:1073326-1073376(+)	na	50	50
Rv0960	100	NC_000962.3:1073544-1073594(+)	na	50	50
Rv0961	100	NC_000962.3:1074073-1074123(+)	na	50	50
Rv0962c	100	NC_000962.3:1075064-1075114(-)	na	50	50
Rv0963c	100	NC_000962.3:1076047-1076097(-)	na	50	50
Rv0964c	100	NC_000962.3:1076628-1076678(-)	na	50	50
Rv0965c	100	NC_000962.3:1077147-1077197(-)	na	50	50
Rv0966c	100	NC_000962.3:1077785-1077835(-)	na	50	50
Rv0967	100	NC_000962.3:1077974-1078024(+)	na	50	50
Rv0968	100	NC_000962.3:1078390-1078440(+)	na	50	50
Rv0969	100	NC_000962.3:1078742-1078792(+)	na	50	50
Rv0970	100	NC_000962.3:1081051-1081101(+)	na	50	50
Rv0971c	100	NC_000962.3:1082534-1082584(-)	na	50	50
Rv0972c	100	NC_000962.3:1083700-1083750(-)	na	50	50
Rv0973c	100	NC_000962.3:1085700-1085750(-)	na	50	50
Rv0974c	100	NC_000962.3:1087295-1087345(-)	na	50	50
Rv0975c	100	NC_000962.3:1088446-1088496(-)	na	50	50
Rv0976c	100	NC_000962.3:1090125-1090175(-)	na	50	50
Rv0977	100	NC_000962.3:1090372-1090422(+)	na	50	50
Rv0978c	100	NC_000962.3:1094306-1094356(-)	na	50	50
Rv0979A	100	NC_000962.3:1094885-1094935(+)	na	50	50
Rv0979c	100	NC_000962.3:1094814-1094864(-)	na	50	50
Rv0980c	100	NC_000962.3:1096401-1096451(-)	na	50	50
Rv0981	100	NC_000962.3:1096821-1096871(+)	na	50	50
Rv0982	100	NC_000962.3:1097507-1097557(+)	na	50	50
Rv0983	100	NC_000962.3:1099065-1099115(+)	na	50	50
Rv0984	100	NC_000962.3:1100459-1100509(+)	na	50	50
Rv0985c	100	NC_000962.3:1101430-1101480(-)	na	50	50
Rv0986	100	NC_000962.3:1101802-1101852(+)	na	50	50
Rv0987	100	NC_000962.3:1102541-1102591(+)	na	50	50
Rv0988	100	NC_000962.3:1105115-1105165(+)	na	50	50
Rv0989c	100	NC_000962.3:1107332-1107382(-)	na	50	50
Rv0990c	100	NC_000962.3:1108049-1108099(-)	na	50	50
Rv0991c	100	NC_000962.3:1108454-1108504(-)	na	50	50
Rv0992c	100	NC_000962.3:1109121-1109171(-)	na	50	50
Rv0993	100	NC_000962.3:1109271-1109321(+)	na	50	50
Rv0994	100	NC_000962.3:1110268-1110318(+)	na	50	50
Rv0995	100	NC_000962.3:1111611-1111661(+)	na	50	50
Rv0996	100	NC_000962.3:1112383-1112433(+)	na	50	50
Rv0997	100	NC_000962.3:1114292-1114342(+)	na	50	50
Rv0997a	100	NC_000962.3:1113860-1113910(+)	na	50	50
Rv0998	100	NC_000962.3:1114747-1114797(+)	na	50	50
Rv0999	100	NC_000962.3:1115766-1115816(+)	na	50	50
Rv1000c	100	NC_000962.3:1117098-1117148(-)	na	50	50
Rv1001	100	NC_000962.3:1117184-1117234(+)	na	50	50
Rv1002c	100	NC_000962.3:1119889-1119939(-)	na	50	50
Rv1003	100	NC_000962.3:1120021-1120071(+)	na	50	50
Rv1004c	100	NC_000962.3:1122098-1122148(-)	na	50	50
Rv1005c	100	NC_000962.3:1123548-1123598(-)	na	50	50
Rv1006	100	NC_000962.3:1123713-1123763(+)	na	50	50
Rv1007c	100	NC_000962.3:1126953-1127003(-)	na	50	50
Rv1008	100	NC_000962.3:1127088-1127138(+)	na	50	50
Rv1009	100	NC_000962.3:1128090-1128140(+)	na	50	50
Rv1010	100	NC_000962.3:1129151-1129201(+)	na	50	50
Rv1011	100	NC_000962.3:1130190-1130240(+)	na	50	50
Rv1012	100	NC_000962.3:1131127-1131177(+)	na	50	50
Rv1013	100	NC_000962.3:1131624-1131674(+)	na	50	50
Rv1014c	100	NC_000962.3:1133858-1133908(-)	na	50	50
Rv1015c	100	NC_000962.3:1134518-1134568(-)	na	50	50
Rv1016c	100	NC_000962.3:1135415-1135465(-)	na	50	50
Rv1017c	100	NC_000962.3:1136431-1136481(-)	na	50	50
Rv1018c	100	NC_000962.3:1138010-1138060(-)	na	50	50
Rv1019	100	NC_000962.3:1138314-1138364(+)	na	50	50
Rv1020	100	NC_000962.3:1138966-1139016(+)	na	50	50
Rv1021	100	NC_000962.3:1142670-1142720(+)	na	50	50
Rv1022	100	NC_000962.3:1143735-1143785(+)	na	50	50
Rv1023	100	NC_000962.3:1144563-1144613(+)	na	50	50
Rv1024	100	NC_000962.3:1145857-1145907(+)	na	50	50
Rv1025	100	NC_000962.3:1146560-1146610(+)	na	50	50
Rv1026	100	NC_000962.3:1147018-1147068(+)	na	50	50
Rv1027c	100	NC_000962.3:1149057-1149107(-)	na	50	50
Rv1028A	100	NC_000962.3:1151919-1151969(+)	na	50	50
Rv1028c	100	NC_000962.3:1151636-1151686(-)	na	50	50
Rv1029	100	NC_000962.3:1152011-1152061(+)	na	50	50
Rv1030	100	NC_000962.3:1153723-1153773(+)	na	50	50
Rv1031	100	NC_000962.3:1155852-1155902(+)	na	50	50
Rv1032c	100	NC_000962.3:1157905-1157955(-)	na	50	50
Rv1033c	100	NC_000962.3:1158686-1158736(-)	na	50	50
Rv1037c	100	NC_000962.3:1160778-1160828(-)	na	50	50
Rv1038c	100	NC_000962.3:1161101-1161151(-)	na	50	50
Rv1039c	100	NC_000962.3:1162422-1162472(-)	na	50	50
Rv1040c	100	NC_000962.3:1163326-1163376(-)	na	50	50
Rv1041c	100	NC_000962.3:1165385-1165435(-)	na	50	50
Rv1042c	100	NC_000962.3:1165449-1165499(-)	na	50	50
Rv1043c	100	NC_000962.3:1166756-1166806(-)	na	50	50
Rv1044	100	NC_000962.3:1167052-1167102(+)	na	50	50
Rv1045	100	NC_000962.3:1167672-1167722(+)	na	50	50
Rv1047	100	NC_000962.3:1169422-1169472(+)	na	50	50
Rv1048c	100	NC_000962.3:1172103-1172153(-)	na	50	50
Rv1049	100	NC_000962.3:1172385-1172435(+)	na	50	50
Rv1050	100	NC_000962.3:1172880-1172930(+)	na	50	50
Rv1051c	100	NC_000962.3:1174650-1174700(-)	na	50	50
Rv1052	100	NC_000962.3:1175722-1175772(+)	na	50	50
Rv1056	100	NC_000962.3:1177627-1177677(+)	na	50	50
Rv1057	100	NC_000962.3:1179395-1179445(+)	na	50	50
Rv1058	100	NC_000962.3:1180683-1180733(+)	na	50	50
Rv1059	100	NC_000962.3:1182390-1182440(+)	na	50	50
Rv1060	100	NC_000962.3:1183507-1183557(+)	na	50	50
Rv1061	100	NC_000962.3:1184014-1184064(+)	na	50	50
Rv1062	100	NC_000962.3:1184882-1184932(+)	na	50	50
Rv1063c	100	NC_000962.3:1186773-1186823(-)	na	50	50
Rv1064c	100	NC_000962.3:1187273-1187323(-)	na	50	50
Rv1065	100	NC_000962.3:1187434-1187484(+)	na	50	50
Rv1066	100	NC_000962.3:1187997-1188047(+)	na	50	50
Rv1067c	100	NC_000962.3:1190374-1190424(-)	na	50	50
Rv1068c	100	NC_000962.3:1192098-1192148(-)	na	50	50
Rv1069c	100	NC_000962.3:1194223-1194273(-)	na	50	50
Rv1070c	100	NC_000962.3:1194993-1195043(-)	na	50	50
Rv1071c	100	NC_000962.3:1196042-1196092(-)	na	50	50
Rv1072	100	NC_000962.3:1196278-1196328(+)	na	50	50
Rv1073	100	NC_000962.3:1197230-1197280(+)	na	50	50
Rv1074c	100	NC_000962.3:1199323-1199373(-)	na	50	50
Rv1075c	100	NC_000962.3:1200320-1200370(-)	na	50	50
Rv1076	100	NC_000962.3:1200766-1200816(+)	na	50	50
Rv1077	100	NC_000962.3:1201716-1201766(+)	na	50	50
Rv1078	100	NC_000962.3:1203312-1203362(+)	na	50	50
Rv1079	100	NC_000962.3:1204066-1204116(+)	na	50	50
Rv1080c	100	NC_000962.3:1205748-1205798(-)	na	50	50
Rv1081c	100	NC_000962.3:1206368-1206418(-)	na	50	50
Rv1082	100	NC_000962.3:1206519-1206569(+)	na	50	50
Rv1083	100	NC_000962.3:1207382-1207432(+)	na	50	50
Rv1084	100	NC_000962.3:1207635-1207685(+)	na	50	50
Rv1085c	100	NC_000962.3:1210434-1210484(-)	na	50	50
Rv1086	100	NC_000962.3:1210594-1210644(+)	na	50	50
Rv1087	100	NC_000962.3:1211559-1211609(+)	na	50	50
Rv1088	100	NC_000962.3:1214512-1214562(+)	na	50	50
Rv1088a	100	NC_000962.3:1215224-1215274(+)	na	50	50
Rv1091	100	NC_000962.3:1216468-1216518(+)	na	50	50
Rv1092c	100	NC_000962.3:1220136-1220186(-)	na	50	50
Rv1093	100	NC_000962.3:1220573-1220623(+)	na	50	50
Rv1094	100	NC_000962.3:1221958-1222008(+)	na	50	50
Rv1095	100	NC_000962.3:1222996-1223046(+)	na	50	50
Rv1096	100	NC_000962.3:1224384-1224434(+)	na	50	50
Rv1097c	100	NC_000962.3:1226094-1226144(-)	na	50	50
Rv1098c	100	NC_000962.3:1227515-1227565(-)	na	50	50
Rv1099c	100	NC_000962.3:1228634-1228684(-)	na	50	50
Rv1100	100	NC_000962.3:1228682-1228732(+)	na	50	50
Rv1101c	100	NC_000962.3:1230498-1230548(-)	na	50	50
Rv1102c	100	NC_000962.3:1230921-1230971(-)	na	50	50
Rv1103c	100	NC_000962.3:1231241-1231291(-)	na	50	50
Rv1106c	100	NC_000962.3:1233906-1233956(-)	na	50	50
Rv1107c	100	NC_000962.3:1234173-1234223(-)	na	50	50
Rv1108c	100	NC_000962.3:1235410-1235460(-)	na	50	50
Rv1109c	100	NC_000962.3:1236045-1236095(-)	na	50	50
Rv1110	100	NC_000962.3:1236184-1236234(+)	na	50	50
Rv1111c	100	NC_000962.3:1238142-1238192(-)	na	50	50
Rv1112	100	NC_000962.3:1238254-1238304(+)	na	50	50
Rv1113	100	NC_000962.3:1239415-1239465(+)	na	50	50
Rv1114	100	NC_000962.3:1239609-1239659(+)	na	50	50
Rv1115	100	NC_000962.3:1240186-1240236(+)	na	50	50
Rv1116	100	NC_000962.3:1241002-1241052(+)	na	50	50
Rv1117	100	NC_000962.3:1241632-1241682(+)	na	50	50
Rv1118c	100	NC_000962.3:1242781-1242831(-)	na	50	50
Rv1119c	100	NC_000962.3:1242963-1243013(-)	na	50	50
Rv1120c	100	NC_000962.3:1243454-1243504(-)	na	50	50
Rv1121	100	NC_000962.3:1243706-1243756(+)	na	50	50
Rv1122	100	NC_000962.3:1245128-1245178(+)	na	50	50
Rv1123c	100	NC_000962.3:1247002-1247052(-)	na	50	50
Rv1124	100	NC_000962.3:1247126-1247176(+)	na	50	50
Rv1125	100	NC_000962.3:1248081-1248131(+)	na	50	50
Rv1126c	100	NC_000962.3:1249885-1249935(-)	na	50	50
Rv1127c	100	NC_000962.3:1251354-1251404(-)	na	50	50
Rv1128c	100	NC_000962.3:1252922-1252972(-)	na	50	50
Rv1129c	100	NC_000962.3:1254484-1254534(-)	na	50	50
Rv1130	100	NC_000962.3:1254554-1254604(+)	na	50	50
Rv1131	100	NC_000962.3:1256131-1256181(+)	na	50	50
Rv1132	100	NC_000962.3:1257324-1257374(+)	na	50	50
Rv1133c	100	NC_000962.3:1261296-1261346(-)	na	50	50
Rv1134	100	NC_000962.3:1261921-1261971(+)	na	50	50
Rv1135c	100	NC_000962.3:1264078-1264128(-)	na	50	50
Rv1138a	100	NC_000962.3:1265033-1265083(+)	na	50	50
Rv1138c	100	NC_000962.3:1266438-1266488(-)	na	50	50
Rv1139c	100	NC_000962.3:1266935-1266985(-)	na	50	50
Rv1140	100	NC_000962.3:1267346-1267396(+)	na	50	50
Rv1141c	100	NC_000962.3:1268959-1269009(-)	na	50	50
Rv1142c	100	NC_000962.3:1269908-1269958(-)	na	50	50
Rv1143	100	NC_000962.3:1270061-1270111(+)	na	50	50
Rv1144	100	NC_000962.3:1271155-1271205(+)	na	50	50
Rv1145	100	NC_000962.3:1272422-1272472(+)	na	50	50
Rv1146	100	NC_000962.3:1273354-1273404(+)	na	50	50
Rv1147	100	NC_000962.3:1274899-1274949(+)	na	50	50
Rv1148c	100	NC_000962.3:1277698-1277748(-)	na	50	50
Rv1149	100	NC_000962.3:1277892-1277942(+)	na	50	50
Rv1151c	100	NC_000962.3:1279567-1279617(-)	na	50	50
Rv1152	100	NC_000962.3:1279654-1279704(+)	na	50	50
Rv1153c	100	NC_000962.3:1280796-1280846(-)	na	50	50
Rv1154c	100	NC_000962.3:1281434-1281484(-)	na	50	50
Rv1155	100	NC_000962.3:1281428-1281478(+)	na	50	50
Rv1155a	100	NC_000962.3:1282029-1282079(+)	na	50	50
Rv1156	100	NC_000962.3:1282305-1282355(+)	na	50	50
Rv1157c	100	NC_000962.3:1284121-1284171(-)	na	50	50
Rv1158c	100	NC_000962.3:1284812-1284862(-)	na	50	50
Rv1159	100	NC_000962.3:1284991-1285041(+)	na	50	50
Rv1159A	100	NC_000962.3:1286518-1286568(-)	na	50	50
Rv1160	100	NC_000962.3:1286594-1286644(+)	na	50	50
Rv1161	100	NC_000962.3:1287327-1287377(+)	na	50	50
Rv1162	100	NC_000962.3:1291064-1291114(+)	na	50	50
Rv1163	100	NC_000962.3:1292797-1292847(+)	na	50	50
Rv1164	100	NC_000962.3:1293405-1293455(+)	na	50	50
Rv1165	100	NC_000962.3:1294167-1294217(+)	na	50	50
Rv1166	100	NC_000962.3:1296151-1296201(+)	na	50	50
Rv1167c	100	NC_000962.3:1298642-1298692(-)	na	50	50
Rv1168c	100	NC_000962.3:1299754-1299804(-)	na	50	50
Rv1169c	100	NC_000962.3:1300074-1300124(-)	na	50	50
Rv1170	100	NC_000962.3:1300303-1300353(+)	na	50	50
Rv1171	100	NC_000962.3:1301306-1301356(+)	na	50	50
Rv1172c	100	NC_000962.3:1302631-1302681(-)	na	50	50
Rv1173	100	NC_000962.3:1302930-1302980(+)	na	50	50
Rv1174c	100	NC_000962.3:1305951-1306001(-)	na	50	50
Rv1175c	100	NC_000962.3:1308176-1308226(-)	na	50	50
Rv1176c	100	NC_000962.3:1308742-1308792(-)	na	50	50
Rv1177	100	NC_000962.3:1309004-1309054(+)	na	50	50
Rv1178	100	NC_000962.3:1309363-1309413(+)	na	50	50
Rv1179c	100	NC_000962.3:1313249-1313299(-)	na	50	50
Rv1180	100	NC_000962.3:1313724-1313774(+)	na	50	50
Rv1181	100	NC_000962.3:1315233-1315283(+)	na	50	50
Rv1182	100	NC_000962.3:1320034-1320084(+)	na	50	50
Rv1183	100	NC_000962.3:1321519-1321569(+)	na	50	50
Rv1184c	100	NC_000962.3:1325561-1325611(-)	na	50	50
Rv1185c	100	NC_000962.3:1327462-1327512(-)	na	50	50
Rv1186c	100	NC_000962.3:1329255-1329305(-)	na	50	50
Rv1187	100	NC_000962.3:1329389-1329439(+)	na	50	50
Rv1188	100	NC_000962.3:1331020-1331070(+)	na	50	50
Rv1189	100	NC_000962.3:1332091-1332141(+)	na	50	50
Rv1190	100	NC_000962.3:1332979-1333029(+)	na	50	50
Rv1191	100	NC_000962.3:1333930-1333980(+)	na	50	50
Rv1192	100	NC_000962.3:1334926-1334976(+)	na	50	50
Rv1193	100	NC_000962.3:1335793-1335843(+)	na	50	50
Rv1194c	100	NC_000962.3:1338463-1338513(-)	na	50	50
Rv1195	100	NC_000962.3:1339002-1339052(+)	na	50	50
Rv1196	100	NC_000962.3:1339348-1339398(+)	na	50	50
Rv1197	100	NC_000962.3:1340658-1340708(+)	na	50	50
Rv1198	100	NC_000962.3:1341005-1341055(+)	na	50	50
Rv1199c	100	NC_000962.3:1342555-1342605(-)	na	50	50
Rv1200	100	NC_000962.3:1342941-1342991(+)	na	50	50
Rv1201c	100	NC_000962.3:1345119-1345169(-)	na	50	50
Rv1202	100	NC_000962.3:1345259-1345309(+)	na	50	50
Rv1203c	100	NC_000962.3:1346855-1346905(-)	na	50	50
Rv1204c	100	NC_000962.3:1348574-1348624(-)	na	50	50
Rv1205	100	NC_000962.3:1348718-1348768(+)	na	50	50
Rv1206	100	NC_000962.3:1349331-1349381(+)	na	50	50
Rv1207	100	NC_000962.3:1351190-1351240(+)	na	50	50
Rv1208	100	NC_000962.3:1352143-1352193(+)	na	50	50
Rv1209	100	NC_000962.3:1353156-1353206(+)	na	50	50
Rv1210	100	NC_000962.3:1353521-1353571(+)	na	50	50
Rv1211	100	NC_000962.3:1354242-1354292(+)	na	50	50
Rv1212c	100	NC_000962.3:1355611-1355661(-)	na	50	50
Rv1213	100	NC_000962.3:1355835-1355885(+)	na	50	50
Rv1214c	100	NC_000962.3:1357575-1357625(-)	na	50	50
Rv1215c	100	NC_000962.3:1359394-1359444(-)	na	50	50
Rv1216c	100	NC_000962.3:1360096-1360146(-)	na	50	50
Rv1217c	100	NC_000962.3:1361751-1361801(-)	na	50	50
Rv1218c	100	NC_000962.3:1362683-1362733(-)	na	50	50
Rv1219c	100	NC_000962.3:1363311-1363361(-)	na	50	50
Rv1220c	100	NC_000962.3:1364100-1364150(-)	na	50	50
Rv1221	100	NC_000962.3:1364412-1364462(+)	na	50	50
Rv1222	100	NC_000962.3:1365343-1365393(+)	na	50	50
Rv1223	100	NC_000962.3:1365874-1365924(+)	na	50	50
Rv1224	100	NC_000962.3:1367462-1367512(+)	na	50	50
Rv1225c	100	NC_000962.3:1368671-1368721(-)	na	50	50
Rv1226c	100	NC_000962.3:1370245-1370295(-)	na	50	50
Rv1227c	100	NC_000962.3:1370775-1370825(-)	na	50	50
Rv1228	100	NC_000962.3:1370919-1370969(+)	na	50	50
Rv1228a	100	NC_000962.3:1371528-1371578(+)	na	50	50
Rv1229c	100	NC_000962.3:1372899-1372949(-)	na	50	50
Rv1230c	100	NC_000962.3:1374147-1374197(-)	na	50	50
Rv1231c	100	NC_000962.3:1374814-1374864(-)	na	50	50
Rv1232c	100	NC_000962.3:1376118-1376168(-)	na	50	50
Rv1233c	100	NC_000962.3:1376776-1376826(-)	na	50	50
Rv1234	100	NC_000962.3:1376975-1377025(+)	na	50	50
Rv1235	100	NC_000962.3:1377523-1377573(+)	na	50	50
Rv1236	100	NC_000962.3:1378926-1378976(+)	na	50	50
Rv1237	100	NC_000962.3:1379854-1379904(+)	na	50	50
Rv1238	100	NC_000962.3:1380683-1380733(+)	na	50	50
Rv1239c	100	NC_000962.3:1382992-1383042(-)	na	50	50
Rv1240	100	NC_000962.3:1383212-1383262(+)	na	50	50
Rv1241	100	NC_000962.3:1384277-1384327(+)	na	50	50
Rv1242	100	NC_000962.3:1384534-1384584(+)	na	50	50
Rv1243c	100	NC_000962.3:1386627-1386677(-)	na	50	50
Rv1244	100	NC_000962.3:1386856-1386906(+)	na	50	50
Rv1245c	100	NC_000962.3:1388578-1388628(-)	na	50	50
Rv1246c	100	NC_000962.3:1388928-1388978(-)	na	50	50
Rv1247c	100	NC_000962.3:1389194-1389244(-)	na	50	50
Rv1248c	100	NC_000962.3:1393002-1393052(-)	na	50	50
Rv1249c	100	NC_000962.3:1393932-1393982(-)	na	50	50
Rv1250	100	NC_000962.3:1394178-1394228(+)	na	50	50
Rv1251c	100	NC_000962.3:1399190-1399240(-)	na	50	50
Rv1252c	100	NC_000962.3:1399854-1399904(-)	na	50	50
Rv1253	100	NC_000962.3:1399969-1400019(+)	na	50	50
Rv1254	100	NC_000962.3:1401657-1401707(+)	na	50	50
Rv1255c	100	NC_000962.3:1403336-1403386(-)	na	50	50
Rv1256c	100	NC_000962.3:1404553-1404603(-)	na	50	50
